current_number	serpitem_value_1	serpitem_value_1_numbers	serpitemtext_value	serpitem_value_2	serpitem_value_2_numbers	city	district	street	house_num	address	serpitem_value_3	serpitem_value_3_numbers	serpitemprop_values_1	serpitem_flag	serpitem_flag_numbers	label_2	metres2	metres3	serpitem_number	serpitemprop_values_2	metres	levels	serpitem_value_5_numbers	agency	serpitemtext_description	link
1	из 8	8		10 мин на транспорте	10	Москва	район Нижегородский	Бронницкая ул.	2/6	Москва, Бронницкая ул., 2/6	35 000 руб./мес.	35000	комиссия 30%; залог	2-комнатная	2	на длительный срок	46 м	46	2	кухня 7 м 2	7; 2	2 этаж из 5	2; 5	Миэль	Лот 37273. Квартира сдается впервые. Только закончили ремонт ( евроремонт) делали для себя. Дорогая современная мебель. Встроенный кухонный гарнитур. КОФЕМАШИНА В ПОДАРОК!	http://www.cian.ru/rent/flat/30114838/
1	из 6	6		3 мин пешком	3	Москва	район Рязанский	Рязанский просп.	81/1	Москва, Рязанский просп., 81/1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	48 м	48	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	3 этаж из 5	3; 5	ИстЛайн	Сдается квартира после косметического ремонта. Укомплектована необходимой современной мебелью и бытовой техникой. Комнаты изолированные. Без балкона. СУ разделен. Рассмотрит платежеспособных граждан. Кухня 9 кв.м, комнаты 18-12, без балкона, СУ разделен. Азию не предлагать	http://www.cian.ru/rent/flat/34205472/
1	из 12	12		10 мин пешком	10	Москва	район Рязанский	Рязанский просп.	65	Москва, Рязанский просп., 65	35 000 руб./мес.	35000	комиссия 60%; залог	2-комнатная	2	на длительный срок	60 м	60	2	кухня 10 м 2; жилая 35 м 2	10; 2; 35; 2	2 этаж из 4	2; 4	частный маклер	Санузел раздельн, в новой плитке, новая сантехника, новая чугунная ванна, смесители и т.д. Современный кухонный гарнитур МДФ со всей бытовой техникой. В комнатах ремонт косметический. Новые обои, полы линолеум. В коридоре новый шкаф-купе зеркальный до потолка+ еще новый гардероб. В комнатах мебель наборная, разных лет, в хорошем состоянии.	http://www.cian.ru/rent/flat/28951547/
1	из 10	10		13 мин пешком	13	Москва	район Рязанский	ул. Федора Полетаева	15К1	Москва, ул. Федора Полетаева, 15К1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	1 этаж из 9	1; 9	ID: 165419	Высокий этаж, решетки. Комнаты изолированные. Косметический ремонт. Мебель - диван, диван, тумба. Кухонный гарнитур.прихожая, холодильник, стиральная машина, интернет проводной, Сан/узел раздельный, плитка. Балкона нет. Рассматривают славян, семейную пару или 1-2 дев/жен.	http://www.cian.ru/rent/flat/33941592/
1	из 8	8		5 мин пешком	5	Москва	район Выхино-Жулебино	Рязанский просп.	85К2	Москва, Рязанский просп., 85К2	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	39 м	39	2	кухня 6 м 2; жилая 22 м 2	6; 2; 22; 2	5 этаж из 9	5; 9	частный маклер	Александр, очень теплая уютная квартира, металлическая дверь, можно две семьи, залог разбивают, стоимость 30 тыс. + коммуналка, возможно даже выйдет чуть дешевле чем в объявлении указано.	http://www.cian.ru/rent/flat/34177317/
1	из 18	18		18 мин пешком	18	Москва	район Рязанский	Шатурская ул.	49К2	Москва, Шатурская ул., 49К2	35 000 руб./мес.	35000	комиссия 80%; без залога	2-комнатная	2	на длительный срок	42 м	42	2	кухня 6 м 2; жилая 28 м 2	6; 2; 28; 2	2 этаж из 5	2; 5	Константа	Квартира с качественным ремонтом, с застекленным балконом, полностью обставлена современной мебелью из ИКЕИ , вся бытовая техника стиральная машина, большой холодильник, СВЧ и т.д. Современный кухонный гарнитур под единой столешницей. Развитая инфраструктура, рядом садик, парк, школа, тихий спокойный район.Квартира сдается семейным парам славянской внешности без вредных привычек, без животных.	http://www.cian.ru/rent/flat/34105994/
1	из 10	10		9 мин пешком	9	Москва	район Выхино-Жулебино	Рязанский просп.	68К1	Москва, Рязанский просп., 68К1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	51 м	51	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	7 этаж из 12	7; 12	частный маклер	Комнаты изолированы. Чисто, аккуратно. Мебель новая, только что их Икеи. С/У раздельный. Свежая бытовая техника и кухня. Без животных. Славян.	http://www.cian.ru/rent/flat/30717209/
1	из 6	6		12 мин пешком	12	Москва	район Рязанский	ул. Академика Скрябина	20/1	Москва, ул. Академика Скрябина, 20/1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 31 м 2	7; 2; 31; 2	2 этаж из 9	2; 9	Техно Трейд	Обычная квартира со всей мебелью и техникой!В квартире бардак, люди сьезжают 15 декабря!	http://www.cian.ru/rent/flat/32628161/
			Нет фото	9 мин пешком	9	Москва	район Выхино-Жулебино	ул. Хлобыстова	12	Москва, ул. Хлобыстова, 12	35 000 руб./мес.	35000	комиссия 50%; залог; возможен торг	2-комнатная	2	на длительный срок	38 м	38	2	кухня 6 м 2; жилая 24 м 2	6; 2; 24; 2	7 этаж из 12	7; 12	continent	В квартире был сделан косметический ремонт пол года назад.Комнаты раздельные,квартира светлая. Вся мебель присутствует. Вся бытовая техника. Рассмотрят славян.	http://www.cian.ru/rent/flat/33967769/
1	из 7	7		7 мин пешком	7	Москва	район Выхино-Жулебино	ул. Хлобыстова	10К2	Москва, ул. Хлобыстова, 10К2	36 000 руб./мес.	36000	комиссия 60%; залог	2-комнатная	2	на длительный срок	40 м	40	2	кухня 8 м 2; жилая 25 м 2	8; 2; 25; 2	3 этаж из 12	3; 12	ID: 23107	Валерий. Сан. узел раздельный, комнаты раздельные. Рассмотрим всех приличных. СРОЧНО.	http://www.cian.ru/rent/flat/33609967/
1	из 15	15		5 мин пешком	5	Москва	район Рязанский	Зеленодольская ул.	10/14	Москва, Зеленодольская ул., 10/14	36 000 руб./мес.	36000	комиссия 50%; залог	2-комнатная	2	на длительный срок	50 м	50	2	кухня 7 м 2; жилая 27 м 2	7; 2; 27; 2	8 этаж из 12	8; 12	ID: 14395	Предлагается в аренду 2-комнатная квартира на длительный срок. В квартире выполнен свежий косметический ремонт: новый ламинат и обои. Комнаты изолированные 17 и 10 кв м. Кухня 6.5 кв.м. Сан. узел раздельный. Застеклённый балкон. Имеется вся необходимая мебель, бытовая техника. Развитая инфраструктура, метро Рязанский проспект 5 мин. пешком, ул. Зеленодольская, д. 10/14, дом расположен в тихом зеленом дворе, детская площадка. Рядом магазины, аптека. ВНИМАНИЕ: Кавказ и Азию НЕ ПРЕДЛАГАТЬ.	http://www.cian.ru/rent/flat/33470183/
1	из 1	1		15 мин пешком	15	Москва	район Кузьминки	ул. Академика Скрябина	28К1	Москва, ул. Академика Скрябина, 28К1	38 000 руб./мес.	38000	комиссия 30%; залог; возможен торг	2-комнатная	2	на длительный срок	50 м	50	2	кухня 6 м 2; жилая 32 м 2	6; 2; 32; 2	8 этаж из 9	8; 9	MARK-недвижимость	Светлана/Денис. ВНИМАНИЕ! Важное Сообщение! Депозит ВСЕГО 20000. Рассмотрим ВСЕХ, любой состав до 10-ти человек, любой национальности. Предлагается отличная квартира в 15-ти минутах пешком от метро. Комнаты ИЗОЛИРОВАННЫЕ. Имеется вся необходимая мебель и бытовая техника. Большая застекленная лоджия. Санузел раздельный. Остались вопросы? Звонить КРУГЛОСУТОЧНО! Всем бодрых дел!	http://www.cian.ru/rent/flat/31699026/
1	из 17	17		11 мин пешком	11	Москва	район Рязанский	Окская ул.	48/2	Москва, Окская ул., 48/2	38 000 руб./мес.	38000	комиссия 50%; залог	2-комнатная	2	на длительный срок	39 м	39	2	кухня 7,2 м 2; жилая 22 м 2	72; 2; 22; 2	1 этаж из 12	1; 12	частный маклер	Сдаётся чистая, уютная квартира с хорошим ремонтом. Большая комната соединена с кухней (разделена барной стойкой). На окнах решётки, стеклопакеты. Имеется всё для проживания: вся бытовая техника, мебель. В районе развитая инфраструктура: магазины, школы, дет.сады, поликлиники, ТЦ и т.д. Рассмотрим только славян. На длительный срок.	http://www.cian.ru/rent/flat/34005739/
1	из 7	7		5 мин на транспорте	5	Москва	район Нижегородский	Орехово-Зуевский проезд	14	Москва, Орехово-Зуевский проезд, 14	39 000 руб./мес.	39000	комиссия 70%; залог	2-комнатная	2	на длительный срок	54 м	54	2	кухня 9 м 2; жилая 34 м 2	9; 2; 34; 2	4 этаж из 17	4; 17	частный маклер	Сдается двухкомнатная квартира (только закончили ремонт),в кирпично-монолитном доме. В квартире есть вся необходимая современная мебель и техника, комнаты раздельные, с/узел раздельный, в ванной душ-кабина, балкон остеклен, полы ламинат, стеклопакеты, все окна выходят во двор (тихо). Удобная транспортная доступность до трёх станций метро (Рязанский пр-т, Кузьминки, Текстильщики). До платформы Карачарова 7 мин. пешком. Подробности по тел. СМОТРИТЕ ФОТО. Ключи на руках.	http://www.cian.ru/rent/flat/28209718/
1	из 19	19		5 мин пешком	5	Москва	район Рязанский	1-я Новокузьминская ул.	16К1	Москва, 1-я Новокузьминская ул., 16К1	40 000 руб./мес.	40000	комиссия 50%; залог	2-комнатная	2	на длительный срок	48 м	48	2	кухня 8 м 2; жилая 32 м 2	8; 2; 32; 2	2 этаж из 9	2; 9	частный маклер	Евроремонт.Очень уютная квартира совсем рядом с метро (реально 3-4 мин). Все окна выходят во двор.Комнаты раздельные.В большой комнате стоит диван,стенка, шкаф зеркальный платяной,стол обеденный, телевизор.В маленькой комнате стоит диван, платяной шкаф,журнальный столик. Кухонный гарнитур,холодильник,стиральная машина,новая дорогая газовая плита.В прихожей шкаф-купе зеркальный.Санузел раздельный,в плитке до потолка.Вся сантехника новая.Балкон застеклен.На окнах решетки. Берут славян. Ключи на руках, покажу оперативно.	http://www.cian.ru/rent/flat/33881637/
1	из 5	5		8 мин пешком	8	Москва	район Рязанский	3-я Институтская ул.	14	Москва, 3-я Институтская ул., 14	40 000 руб./мес.	40000	комиссия 50%; залог; возможен торг	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	1 этаж из 5	1; 5	Evro-Metr Komnati	210-2 Ирина 8-964-564-34-01. Сдается впервые. Все очень прилично в квартире. Для прямых клиентов скидка. Сдается двухкомнатная квартира. Институтская 3-я ул, д.14. Этаж 1/5. Вся мебель. Телевизор. Телефон. Холодильник. Стиральная машина. Смотрите фото. Описание квартиры: Отличное состояние. Пожелания по жильцам: Расмотрят славян. . Дом теплый, добротный. Торг возможен на просмотре. Собственник работает только со мной. Спешите. СРОЧНО! Сегодня показываем. Показ оперативный. Ключи на руках. Добраться можно: 8 мин. пешком от м.Рязанский проспект, 4 мин. транспортом от м.Кузьминки, 5 мин. транспортом от м.Перово ИД:12991	http://www.cian.ru/rent/flat/34205877/
1	из 6	6		5 мин пешком	5	Москва	район Рязанский	Зеленодольская ул.	7К7	Москва, Зеленодольская ул., 7К7	40 000 руб./мес.	40000	комиссия 70%; залог	2-комнатная	2	на длительный срок	48 м	48	2	кухня 8 м 2; жилая 32 м 2	8; 2; 32; 2	6 этаж из 14	6; 14	ИНКОМ-Недвижимость / Аренда / Офис Таганское	Д7. Комнаты изолированные. Квартира с качественным евроремонтом. Комнаты изолированные. Современный спальный гарнитур. Новая мебель. Встроенная кухня со всей бытовой техникой. Балкон застеклен. Пол - паркет. ИНКОМ-Таганское. Номер лота: 1700713	http://www.cian.ru/rent/flat/33780029/
1	из 10	10		5 мин пешком	5	Москва	район Выхино-Жулебино	Рязанский просп.	60К4	Москва, Рязанский просп., 60К4	40 000 руб./мес.	40000	комиссия 70%; залог	2-комнатная	2	на длительный срок	72 м	72	2	кухня 12 м 2; жилая 40 м 2	12; 2; 40; 2	7 этаж из 17	7; 17	ИНКОМ-Недвижимость / Аренда / Офис Кузнецкий мост	Кирпичный дом. Ухоженная просторная квартира. Изолированные комнаты (22+18). Спальня ИКЕЯ. Мягкая мебель. Кухонный гарнитур. Вся необходимая бытовая техника. Гардеробная. Две незастекленные лоджии. Домофон. ГАРАНТИЙНЫЙ ТАЛОН нанимателю при оплате 100%. ИНКОМ-Кузнецкий Мост. Номер лота: 615138	http://www.cian.ru/rent/flat/34213172/
1	из 11	11		11 мин пешком	11	Москва	район Рязанский	3-я Институтская ул.	17	Москва, 3-я Институтская ул., 17	40 000 руб./мес.	40000	комиссия 50%; залог	2-комнатная	2	на длительный срок	63 м	63	2	кухня 11 м 2; жилая 36 м 2	11; 2; 36; 2	2 этаж из 17	2; 17	фаворит+	Сдается квартира, мебели минимум. Состав обсуждается.	http://www.cian.ru/rent/flat/34241809/
			Нет фото	17 мин пешком	17	Москва	район Кузьминки	ул. Академика Скрябина	28К1	Москва, ул. Академика Скрябина, 28К1	40 000 руб./мес.	40000	комиссия 20%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	9 этаж из 9	9; 9	Виталий Зотов	ВСЕХ! до 10 человек. Квартира после косметического ремонта, чистая квартира в кирпичном доме. имеется вся необходимая мебель для проживания.	http://www.cian.ru/rent/flat/34252497/
1	из 13	13		9 мин пешком	9	Москва	район Рязанский	12-я Новокузьминская ул.	4К1	Москва, 12-я Новокузьминская ул., 4К1	40 000 руб./мес.	40000	комиссия 50%; залог	2-комнатная	2	на длительный срок	60 м	60	2	кухня 8 м 2; жилая 35 м 2	8; 2; 35; 2	2 этаж из 5	2; 5	Родные Пенаты	м.Рязанский пр-кт 5мин.пешком. Сдается теплая ,уютная квартира на длительный срок,в хорошем состоянии:стеклопакеты,ламинат,окна двор,укомплектованна полностью мебелью и техникой.Во дворе школа,детский сад,много магазинов,парк Кусково,театр Чихачева,Залог можно разбить на 2месяца.Ключи на руках,показ в любое время.	http://www.cian.ru/rent/flat/34030692/
1	из 6	6		10 мин пешком	10	Москва	район Рязанский	3-я Институтская ул.	14	Москва, 3-я Институтская ул., 14	40 000 руб./мес.	40000	комиссия 30%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 6 м 2; жилая 28 м 2	6; 2; 28; 2	1 этаж из 5	1; 5	ID: 594091	Сдается в аренду замечательная 2-к кв. Очень хорошо, что рядом с домом станция метро, поэтому на другой транспорт тратиться не придется. Ремонта не требует (заезжай и живи). Хороший вид с балкона. Вместительный холодильник. Есть стиральная машина. Лот: 9847790	http://www.cian.ru/rent/flat/34202422/
1	из 12	12		12 мин пешком	12	Москва	район Кузьминки	ул. Академика Скрябина	26К1	Москва, ул. Академика Скрябина, 26К1	40 000 руб./мес.	40000	комиссия 60%; залог; возможен торг	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	7 этаж из 9	7; 9	ID:683791	Сдаётся уютная 2-х комнатная квартира с Евро ремонтов возле метро Рязанский Проспект. Есть всё для комфортного проживания, качественная мебель и техника. Санузел совмещён, душевая кабина, застеклённая лоджия. Хороший район с развитой инфраструктурой, отличная собственница. Рассмотрим ВСЕХ приличных и платёжеспособных, кроме Азии. Дети приветствуются, можно с животными. Депозит при необходимости можно разбить на 2 части! Звоните.	http://www.cian.ru/rent/flat/34175982/
1	из 14	14		10 мин пешком	10	Москва	район Рязанский	Зеленодольская ул.	16	Москва, Зеленодольская ул., 16	40 000 руб./мес.	40000	комиссия 50%; залог	2-комнатная	2	на длительный срок	64 м	64	2	кухня 7 м 2; жилая 35 м 2	7; 2; 35; 2	8 этаж из 9	8; 9	Виктор Орлов	Квартира в отличном состоянии, после евроремонта. Современная мебель бытовая техника и электроника. Сверху оплата электроэнергии и водоснабжения по счетчикам. Славян.	http://www.cian.ru/rent/flat/30160642/
1	из 11	11		2 мин пешком	2	Москва	район Рязанский	Рязанский просп.	79	Москва, Рязанский просп., 79	45 000 руб./мес.	45000	комиссия 35%; залог	2-комнатная	2	на длительный срок	63 м	63	2	кухня 10 м 2; жилая 33 м 2	10; 2; 33; 2	5 этаж из 5	5; 5	RBK2	05.Михаил.Сдается квартира в сталинском доме в шаговой доступности от метро.Вся мебель и техника в отличном состоянии.Застекленный балкон.Рассмотрим все ваши предложения.	http://www.cian.ru/rent/flat/33768965/
1	из 14	14		5 мин пешком	5	Москва	район Выхино-Жулебино	Рязанский просп.	60	Москва, Рязанский просп., 60	45 000 руб./мес.	45000	комиссия 50%; залог	2-комнатная	2	на длительный срок	40 м	40	2	кухня 8 м 2; жилая 30 м 2	8; 2; 30; 2	8 этаж из 9	8; 9	Планета недвижимости	Москва, Рязанский проспект 60, общ. пл. 40, жил.пл. 30, комнаты 18/12, кухня 8, 8/9 этаж, окна двор, санузел раздельный, балкон, отличный ремонт, мебель, стиральная машина, холодильник, телевизор, возможно с детьми, не против животных, Сдается на длительный срок, с отличным ремонтом, окна пвх, рассмотрим всех славянской внешности, свет+вода по счетчикам, звоните	http://www.cian.ru/rent/flat/32638205/
			Нет фото	10 мин пешком	10	Москва	район Рязанский	Мещерский пер.	6К2	Москва, Мещерский пер., 6К2	45 000 руб./мес.	45000	комиссия 30%; залог	2-комнатная	2	на длительный срок	52 м	52	2	кухня 11 м 2; жилая 32 м 2	11; 2; 32; 2	16 этаж из 17	16; 17	частный маклер	Евроремонт. Квартира красивая. Качественная отделка, ремонт делали для себя. Новая гарнитурная мебель. Кухня и гостинная объединены. Встроенная кухня со всей бытовой техникой. По всей квартире галогеновая подсветка. Подогрев полов. Застекл. лоджия. Квартира сдается с первого показа. Достойное предложение. Для 1 чел. или сем. пары, русских. Без детей. Без животных.	http://www.cian.ru/rent/flat/34048744/
1	из 12	12		10 мин на транспорте	10	Москва	район Рязанский	Рязанский просп.	45К1	Москва, Рязанский просп., 45К1	46 000 руб./мес.	46000	комиссия 50%; залог	2-комнатная	2	на длительный срок	76 м	76	2	кухня 10 м 2; жилая 33 м 2	10; 2; 33; 2	7 этаж из 7	7; 7	ИНКОМ-Недвижимость / Аренда / Офис Беляево	СДАЁТСЯ ВПЕРВЫЕ, Двухкомнатная квартира. Сталинский дом с лифтом.Евроремонт.Итальянская современная мебель. Встроенный кухонный гарнитур со всей бытовой техникой. Итальянский спальный гарнитур. Встроенный шкаф- купе.Джакузи+ Душевая кабина.Кондиционер. Металлическая дверь. Предложение для славян 1-2 человека. ИНКОМ-Беляево. Номер лота: 2140195	http://www.cian.ru/rent/flat/31332335/
1	из 9	9		6 мин пешком	6	Москва	район Рязанский	1-я Новокузьминская ул.	5	Москва, 1-я Новокузьминская ул., 5	50 000 руб./мес.	50000	комиссия 50%; залог	2-комнатная	2	на длительный срок	85 м	85	2	кухня 14 м 2; жилая 45 м 2	14; 2; 45; 2	4 этаж из 17	4; 17	ID:389016	"Предлагается в аренду двухкомнатная квартира в новом монолитном доме . Отличный ремонт. Ранее не сдавалась. Встроенный кухонный гарнитур со всей бытовой техникой. В прихожей большой зеркальный шкаф-купе. Необходимая мебель в комнатах для комфортного проживания, полы- дубовый паркет. Консьерж . Близко от метро 5 мин. пешком ""Рязанский проспект"". Рассмотрим порядочных, платежеспособных людей (только славян). Оперативный показ. Звоните, уважаемые коллеги и клиенты! тел. 8-925-416-17-19"	http://www.cian.ru/rent/flat/34061769/
1	из 6	6		5 мин на транспорте	5	Москва	район Нижегородский	Орехово-Зуевский проезд	10	Москва, Орехово-Зуевский проезд, 10	55 000 руб./мес.	55000	комиссия 70%; без залога	2-комнатная	2	на длительный срок	60 м	60	2	кухня 12 м 2; жилая 45 м 2	12; 2; 45; 2	3 этаж из 5	3; 5	ANN1	Полностью укомплектованная квартира , с отличным ремонтом и все бытовой техникой.	http://www.cian.ru/rent/flat/18651436/
1	из 18	18		5 мин на транспорте	5	Москва	район Нижегородский	Рязанский просп.	25	Москва, Рязанский просп., 25	30 000 руб./мес.	30000	комиссия 50%; залог	2-комнатная	2	на длительный срок	48 м	48	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	3 этаж из 5	3; 5		"Анастасия,АН ""Азбука Жилья"". Предлагаем просторную квартиру для порядочных и платежеспособных граждан Славянской внешности.В квартире есть мебель и вся техника необходимая для проживания кроме стиральной машины.Приятный собственник!Развитая инфраструктура."	http://www.cian.ru/rent/flat/29201746/
1	из 10	10		14 мин пешком	14	Москва	район Рязанский	1-й Институтский проезд	8	Москва, 1-й Институтский проезд, 8	30 000 руб./мес.	30000	комиссия 70%; залог	2-комнатная	2	на длительный срок	43 м	43	2	кухня 6 м 2; жилая 30 м 2	6; 2; 30; 2	4 этаж из 5	4; 5		Сдается 2-комнатная квартира со смежными комнатами в хорошем состоянии со всей необходимой мебелью и бытовой техникой.Рассмотрим до 4-х человек славян.Желательно СП.	http://www.cian.ru/rent/flat/31523250/
1	из 4	4		2 мин пешком	2	Москва	район Рязанский	4-й Вешняковский проезд	5К3	Москва, 4-й Вешняковский проезд, 5К3	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	60 м	60	2	кухня 10 м 2; жилая 38 м 2	10; 2; 38; 2	2 этаж из 5	2; 5		После косметического ремонта со всей необходимой мебелью и бытовой техникой.Для лиц славянской внешности.	http://www.cian.ru/rent/flat/33760741/
			Нет фото	5 мин пешком	5	Москва	район Рязанский	1-я Новокузьминская ул.	24	Москва, 1-я Новокузьминская ул., 24	34 000 руб./мес.	34000	комиссия 30%; залог; возможен торг	2-комнатная	2	на длительный срок	50 м	50	2	кухня 9 м 2; жилая 32 м 2	9; 2; 32; 2	3 этаж из 14	3; 14		Сдаётся двухкомнатная квартира в пешей доступности от метро Рязанский проспект ( 5 минут пешком) на длительный срок . Квартира располагает двумя смежными и очень просторными комнатами, в каждой комнате по балкону( балконы без остекления!). В комнатах есть вся необходимая мебель: кровать, диван, стол, два шкафа для одежды, шкаф для посуды и книг, две тумбы и кресло.Стиральная машина, холодильник, телевизор -всё есть.На кухне имеется мебель,стол и стулья.Ремонт обычный.Квартира очень чистая и готова к проживанию. Рассмотрим только славян.Оплата за электричество и за воду - по счётчикам! Депозит можем разбить на 2-3 месяца - по договорённости.Небольшой торг уместен!	http://www.cian.ru/rent/flat/31775670/
1	из 6	6		7 мин пешком	7	Москва	район Рязанский	Мещерский пер.	10	Москва, Мещерский пер., 10	39 999 руб./мес.	39999	комиссия 50%; без залога	2-комнатная	2	на длительный срок	57 м	57	2	кухня 10 м 2; жилая 40 м 2	10; 2; 40; 2	3 этаж из 5	3; 5		ЕВРОРЕМОНТ почти !!! КОМНАТЫ и САН УЗЕЛ ИЗОЛИРОВАННЫЕ !!! Всё есть,новая кухня,пол ламинат,новая мебель и т.д !!! ВСЕХ !!! ВСЕХ !!! ВСЕХ !!! Национальность не имеет значения !!!	http://www.cian.ru/rent/flat/34025467/
1	из 6	6		24 мин пешком	24	Москва	район Рязанский	Зарайская ул.	35	Москва, Зарайская ул., 35	25 000 руб./мес.	25000	комиссия 100%; без залога; агентам не звонить	2-комнатная	2	на длительный срок	42 м	42	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	4 этаж из 9	4; 9	Интеркам	Ирина, квартира после ремонта, без мебели.	http://www.cian.ru/rent/flat/34264362/
1	из 6	6		8 мин пешком	8	Москва	район Рязанский	ул. Академика Скрябина	16К2	Москва, ул. Академика Скрябина, 16К2	25 000 руб./мес.	25000	комиссия 50%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 6 м 2; жилая 29,5 м 2	6; 2; 295; 2	2 этаж из 9	2; 9	Людмила Рожкова	Квартира без балкона. Сдается на любой срок. В настоящее время находится на продаже. Гарантировано проживание в течение 1 месяца. Залог 10 000. Спальных мест нет. Предыдущие жильцы были со своей надувной кроватью.	http://www.cian.ru/rent/flat/32374637/
1	из 5	5		10 мин на транспорте	10	Москва	район Рязанский	Рязанский просп.	47К3	Москва, Рязанский просп., 47К3	25 000 руб./мес.	25000	комиссия 40%; без залога	2-комнатная	2	на длительный срок	46 м	46	2	кухня 6 м 2; жилая 32 м 2	6; 2; 32; 2	4 этаж из 5	4; 5	Nadezda	ул.Рязанский пр-т д.47.к.2.Отличная чистая квартира.Комнаты смежныеНа кухне-гарнитур,холодильник,В 1 комнате-шкаф,2-х.спальная кровать.В другой только шкаф.Cлавян	http://www.cian.ru/rent/flat/33234714/
1	из 7	7		2 мин на транспорте	2	Москва	район Нижегородский	Рязанский просп.	25	Москва, Рязанский просп., 25	26 000 руб./мес.	26000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	38 м	38	2	кухня 6 м 2; жилая 30 м 2	6; 2; 30; 2	4 этаж из 5	4; 5	ИстЛайн	БЕЗ ЗАЛОГА! Сдается чистая уютная квартира. Укомплектована всей необходимой мебелью и бытовой техникой. Комнаты изолированы. Кухонная мебель гарнитурная.Санузел совмещен. Сдается на длительный срок. Рассмотрим всех приличных. Азию не предлагать.	http://www.cian.ru/rent/flat/30015742/
1	из 7	7		10 мин пешком	10	Москва	район Кузьминки	ул. Академика Скрябина	26К3	Москва, ул. Академика Скрябина, 26К3	26 000 руб./мес.	26000	комиссия 70%; без залога	2-комнатная	2	на длительный срок	45 м	45	2	кухня 9 м 2; жилая 30 м 2	9; 2; 30; 2	3 этаж из 12	3; 12	Континент Плюс	Срочно. 88167988683 комнаты изолированные, Без депозита. Чистая квартира, вся мебель: диван, две кровати, шкаф, холодильник, стиральная машина автомат. Рассмотрят всех приличных состав обсуждается. Показ оперативно	http://www.cian.ru/rent/flat/34205549/
1	из 8	8		5 мин на транспорте	5	Москва	район Нижегородский	Рязанский просп.	25	Москва, Рязанский просп., 25	27 000 руб./мес.	27000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	42 м	42	2	кухня 6 м 2; жилая 31 м 2	6; 2; 31; 2	4 этаж из 5	4; 5	МГСН-Новослободское	БЕЗ ДЕПОЗИТА. Дом кирпичный. Квартира с изолированными комнатами, имеется вся необходимая мебель, кухонный гарнитур, холодильник.	http://www.cian.ru/rent/flat/29146354/
1	из 7	7		7 мин на транспорте	7	Москва	район Рязанский	ул. Михайлова	6	Москва, ул. Михайлова, 6	27 000 руб./мес.	27000	комиссия 50%; залог	2-комнатная	2	на длительный срок	41 м	41	2	кухня 6 м 2; жилая 30 м 2	6; 2; 30; 2	4 этаж из 5	4; 5	ИНКОМ-Недвижимость / Аренда / Офис Таганское	Д.6 Комнаты смежные. После косметического ремонта. Кухонный гарнитур. Бытовая техника. Стеклопакеты. Стенка, мягкая мебель, кровать, шкаф. Кладовая комната. Домофон, без животных. ГАРАНТИЙНЫЙ ТАЛОН нанимателю при оплате 100%. ИНКОМ-Таганское. Номер лота: 1708764	http://www.cian.ru/rent/flat/26825182/
1	из 10	10		24 мин пешком	24	Москва	район Рязанский	Зарайская ул.	35	Москва, Зарайская ул., 35	27 000 руб./мес.	27000	комиссия 50%; залог	2-комнатная	2	на длительный срок	39 м	39	2	кухня 8 м 2; жилая 23 м 2	8; 2; 23; 2	8 этаж из 9	8; 9	AVALON	Светлана - станция Плющево 3 мин пешком, квартира сдаётся на длительный срок, комнаты 14-9 м изолированные, дом после капитального ремонта, окна стеклопакеты, балкон застеклён, имеется вся необходимая мебель, бытовая техника, сан/узел совмещён в плитке.	http://www.cian.ru/rent/flat/34046422/
